y,m,d,p,e,q
1986,5,11,0.25,2.1,95.06047927
1986,5,12,17.15,0.1,142.7223542
1986,5,13,6.48,2.5,212.4345233
1986,5,14,0.14,4,168.4400712
1986,5,15,0.11,4.6,133.6218354
1986,5,16,0,6.9,115.7717663
1986,5,17,0,6.1,102.7638679
1986,5,18,0.5,3.2,92.54363071
1986,5,19,6.84,2.6,96.54712596
1986,5,20,54.61,5.6,301.6838731
1986,5,21,24.34,2.1,697.4582678
1986,5,22,0.63,5,534.8786554
1986,5,23,0,5.3,312.6902449
1986,5,24,0,3.2,226.3748156
1986,5,25,0,4.1,179.1368961
1986,5,26,0,4.4,148.3616936
1986,5,27,2.44,3.4,126.8897673
1986,5,28,18.34,6.3,153.8005681
1986,5,29,8.55,4.3,199.303379
1986,5,30,0.7,4.4,166.0312518
1986,5,31,0,4.2,131.8670371
1986,6,1,4.48,3.3,117.9550999
1986,6,2,20.95,5.1,164.5193009
1986,6,3,8.71,2.4,233.5465462
1986,6,4,4.94,2.3,206.6171747
1986,6,5,22.44,2.5,260.6898461
1986,6,6,13.87,3.3,365.9019265
1986,6,7,3.8,2,311.7804608
1986,6,8,0.11,1.9,226.1800592
1986,6,9,0,3,175.8519176
1986,6,10,0.07,2.5,146.3080672
1986,6,11,0,4.1,125.7820458
1986,6,12,6.54,3.7,120.1051145
1986,6,13,6.55,3.5,127.2660818
1986,6,14,0,0.9,119.3449862
1986,6,15,0.41,4,100.9009838
1986,6,16,9.3,4.3,105.8846004
1986,6,17,3.21,2.5,115.2415597
1986,6,18,27.88,3.4,184.7113332
1986,6,19,14.54,2.7,328.2829179
1986,6,20,2.89,2.8,280.4294126
1986,6,21,0.42,3.8,196.4710026
1986,6,22,0,4.1,158.287037
1986,6,23,1.22,5.7,134.1165464
1986,6,24,8.08,3.1,133.9990689
1986,6,25,3.96,3.9,136.4755255
1986,6,26,1.65,5.5,111.8857032
1986,6,27,0.04,4.5,98.76087116
1986,6,28,0,3.6,89.32638539
1986,6,29,0,4.1,81.6736323
1986,6,30,1.09,3.1,75.34916536
1986,7,1,15.53,4.4,99.88680238
1986,7,2,16.47,4,169.7991191
1986,7,3,27.36,2.7,288.3675237
1986,7,4,3.91,3.6,338.0737932
1986,7,5,2.74,5,219.1873694
1986,7,6,3.25,4.6,170.1815574
1986,7,7,7.25,3.5,156.3826498
1986,7,8,2.88,2.6,149.2146873
1986,7,9,0,6.4,123.5481018
1986,7,10,0,5.5,107.2231059
1986,7,11,0.34,4.2,95.61118206
1986,7,12,2.4,2,87.636409
1986,7,13,1.35,1.7,81.43096124
1986,7,14,0.01,4.3,74.43793848
1986,7,15,0,5.5,68.99235646
1986,7,16,0,2.3,64.4015822
1986,7,17,5.05,4.1,62.67414569
1986,7,18,3.83,4.3,61.62419922
1986,7,19,1.86,4.6,56.66675965
1986,7,20,1.87,5.6,53.56184243
1986,7,21,0.91,6.3,50.93290356
1986,7,22,0.03,6,48.51075625
1986,7,23,0,6.1,46.27528034
1986,7,24,0,6.8,44.2017233
1986,7,25,0,6.5,42.2676593
1986,7,26,0,6.4,40.46881888
1986,7,27,0.07,6.5,38.78989629
1986,7,28,0.35,7.3,37.21338238
1986,7,29,0,5.2,35.73774521
1986,7,30,1.45,5.2,34.38245316
1986,7,31,2.65,6.5,33.1338785
1986,8,1,1.25,7.5,31.95308247
1986,8,2,0.34,6.9,30.81303835
1986,8,3,0.09,4.5,29.73687307
1986,8,4,7.77,9.2,28.7537945
1986,8,5,2.31,3.5,27.86310019
1986,8,6,16.02,4.6,43.64921394
1986,8,7,0.2,3.8,64.21771309
1986,8,8,0.22,5,43.72111846
1986,8,9,0,4.9,39.31878154
1986,8,10,0,3.8,37.32669255
1986,8,11,2.22,2.9,35.54637557
1986,8,12,4.15,2.7,36.11761685
1986,8,13,0.04,4.9,37.17883056
1986,8,14,0.08,4.5,33.38182895
1986,8,15,0,5.2,31.67121282
1986,8,16,0.02,6.5,30.33106774
1986,8,17,0,5.6,29.07916762
1986,8,18,0,6.1,27.91524415
1986,8,19,0,5.5,26.82695776
1986,8,20,10.38,6,31.39900287
1986,8,21,5.51,2.7,41.16900942
1986,8,22,2.76,6.1,38.05243337
1986,8,23,0,5.4,31.64827797
1986,8,24,0,5.3,29.73693579
1986,8,25,0,3.8,28.43962856
1986,8,26,0.1,3.5,27.25238206
1986,8,27,0,4.1,26.15641533
1986,8,28,0,4.7,25.13497043
1986,8,29,0,2.7,24.18569042
1986,8,30,0,4.8,23.30477875
1986,8,31,0.2,3.9,22.47484534
1986,9,1,4.32,3.5,22.61336248
1986,9,2,0.52,4.2,23.02853192
1986,9,3,0,6.1,21.17348133
1986,9,4,0,3.6,20.33780029
1986,9,5,15.94,4.6,32.19434604
1986,9,6,3.08,3.7,48.06201041
1986,9,7,0,4.5,31.23071303
1986,9,8,0.58,5.4,27.98608623
1986,9,9,0,5.7,26.71412787
1986,9,10,0.01,5.1,25.54012868
1986,9,11,0.04,4.3,24.45875498
1986,9,12,3.76,4.8,23.46720191
1986,9,13,4.32,3.7,23.22492552
1986,9,14,0.27,5,23.19843996
1986,9,15,0,3.8,21.55495385
1986,9,16,0,4,20.67653056
1986,9,17,0,5.5,19.94316856
1986,9,18,0,5.9,19.24881214
1986,9,19,1.49,1.6,18.60154029
1986,9,20,0.01,5.3,18.00217939
1986,9,21,0,5.5,17.42473246
1986,9,22,0,4.5,16.87714761
1986,9,23,0,4,16.36115332
1986,9,24,0,4.6,15.87261603
1986,9,25,0,5.4,15.40643633
1986,9,26,0,4.2,14.96206009
1986,9,27,0,3.9,14.54150977
1986,9,28,0,4.1,14.14157347
1986,9,29,0,3.9,13.7600536
1986,9,30,0,4.7,13.3954406
1986,10,1,0,4.4,13.04564051
1986,10,2,0,4.4,12.71117578
1986,10,3,0,2.5,12.39243752
1986,10,4,0,2.4,12.09062152
1986,10,5,0.02,1.9,11.80279556
1986,10,6,0,3.9,11.52662779
1986,10,7,0,2.9,11.25936839
1986,10,8,0,3.4,11.00345534
1986,10,9,0.24,3.5,10.75697186
1986,10,10,0.67,2.8,10.52072201
1986,10,11,0.04,4.9,10.29327334
1986,10,12,0,4.1,10.07094004
1986,10,13,0,4.2,9.856800439
1986,10,14,0,3.9,9.650119683
1986,10,15,0,4.4,9.450497097
1986,10,16,0,3,9.257706208
1986,10,17,8.33,3.6,12.2178808
1986,10,18,13.7,1.6,25.16814959
1986,10,19,1.21,2.2,32.13460659
1986,10,20,0,2.5,17.9254161
1986,10,21,0,3.6,15.80064541
1986,10,22,0,2.2,15.28965291
1986,10,23,0.47,1.2,14.81074533
1986,10,24,4.46,0.3,17.54633597
1986,10,25,1,0.2,21.94257993
1986,10,26,4.45,2.2,19.55225994
1986,10,27,24.49,1.6,40.57470063
1986,10,28,2.76,1.5,67.36897725
1986,10,29,0.06,2.3,40.6843669
1986,10,30,0,2.4,33.84742374
1986,10,31,0,1.7,31.63052845
1986,11,1,0,2.1,29.8070482
1986,11,2,0,1.7,28.17010264
1986,11,3,0,3.1,26.69254204
1986,11,4,0,2.1,25.3514256
1986,11,5,0,2.7,24.1310101
1986,11,6,0.35,0.6,23.01677787
1986,11,7,6.37,1.2,26.73162861
1986,11,8,3.5,1,34.09778305
1986,11,9,0,3.2,30.0762408
1986,11,10,0,1.8,25.30115541
1986,11,11,0,1.8,23.77943255
1986,11,12,2.86,0.3,25.04515676
1986,11,13,6.67,0.3,33.02772085
1986,11,14,0.16,1.6,36.65413115
1986,11,15,16.29,1.5,43.35404938
1986,11,16,15.99,1.5,79.81963878
1986,11,17,0.46,0.1,82.49878031
1986,11,18,0.08,0.3,58.15257731
1986,11,19,0.39,0.6,50.68052706
1986,11,20,0.01,1.2,46.41669748
1986,11,21,0,1.3,42.81350013
1986,11,22,0.02,0.3,39.70175116
1986,11,23,0.05,0.7,36.99169799
1986,11,24,0.38,0.8,34.61098919
1986,11,25,0.03,2,32.50315615
1986,11,26,0,0.8,30.62349613
1986,11,27,0,1.4,28.94067491
1986,11,28,0,1,27.42450714
1986,11,29,0,0.6,26.05366041
1986,11,30,0,1.5,24.80797765
1986,12,1,0,0.9,23.67022976
1986,12,2,0,1.2,22.62882205
1986,12,3,0,3,21.66932386
1986,12,4,0,1.5,20.78173423
1986,12,5,0,1.2,19.96288592
1986,12,6,0.65,1,19.20518067
1986,12,7,0.12,1.7,18.50163001
1986,12,8,0,2.6,17.84313089
1986,12,9,0,1.6,17.22632562
1986,12,10,0,1.5,16.65006599
1986,12,11,0,1.6,16.10966476
1986,12,12,0,1,15.60208915
1986,12,13,0.08,1.3,15.12511947
1986,12,14,0,0.7,14.67569144
1986,12,15,0,1,14.25204561
1986,12,16,0,1.3,13.85097356
1986,12,17,2.25,1.9,13.74085563
1986,12,18,1.37,1.4,13.73643564
1986,12,19,0,2,12.99795628
1986,12,20,0,1.5,12.61594953
1986,12,21,0,2.1,12.29716859
1986,12,22,0,1.6,11.99273302
1986,12,23,0,1.2,11.70304553
1986,12,24,0,1,11.42720776
1986,12,25,0,1.2,11.16387739
1986,12,26,0,1,10.91192925
1986,12,27,0,2,10.67032875
1986,12,28,0,1.3,10.43778346
1986,12,29,0,1.6,10.21518457
1986,12,30,0,0.1,10.00206429
1986,12,31,0,1,9.798848412
1987,1,1,0,1.7,9.602286008
1987,1,2,0,2.5,9.411583742
1987,1,3,0.22,1.4,9.227324273
1987,1,4,3.05,0.7,10.62743886
1987,1,5,0.75,1.3,12.62536804
1987,1,6,0.02,1.4,9.910661587
1987,1,7,0,2.1,9.413507908
1987,1,8,0,1.3,9.228540453
1987,1,9,0,1.8,9.050790128
1987,1,10,0,0.9,8.879327667
1987,1,11,1.17,0.2,9.350300199
1987,1,12,0.03,1.6,10.06529704
1987,1,13,0,2.4,8.870909702
1987,1,14,0,2.3,8.583448169
1987,1,15,0,0.9,8.426779938
1987,1,16,0.13,0.7,8.2770692
1987,1,17,1.27,1,8.304752198
1987,1,18,0.09,1,8.402913054
1987,1,19,0.49,1.2,7.98276188
1987,1,20,0,1.6,7.8148228
1987,1,21,0.03,0.5,7.685014549
1987,1,22,0.27,0.6,7.560469788
1987,1,23,1,1.5,7.440118563
1987,1,24,0.66,1.6,7.323197293
1987,1,25,0,1.2,7.209234004
1987,1,26,0,2.6,7.097616826
1987,1,27,0,2,6.987835485
1987,1,28,0,2,6.88137355
1987,1,29,0,0.8,6.778303734
1987,1,30,0.64,0.1,7.000795707
1987,1,31,0.03,1.1,7.356559794
1987,2,1,0,0.7,6.707249339
1987,2,2,0.47,2.4,6.544706362
1987,2,3,0,2.3,6.45034161
1987,2,4,0,2.5,6.357728772
1987,2,5,0,1.8,6.267366236
1987,2,6,0,1.9,6.17972282
1987,2,7,0.04,1.7,6.094254067
1987,2,8,0,2.1,6.010855006
1987,2,9,0,0.9,5.929511978
1987,2,10,0,2.7,5.850408018
1987,2,11,0,2.9,5.771649789
1987,2,12,11.05,1.2,11.37332509
1987,2,13,0.66,1.3,19.52256504
1987,2,14,0,2.5,9.518546554
1987,2,15,0,2.2,8.16692902
1987,2,16,0.13,1.4,8.016595685
1987,2,17,0,2.5,7.871565761
1987,2,18,0.03,2.5,7.73024806
1987,2,19,0.16,1.3,7.593743353
1987,2,20,3.75,0.7,9.271700332
1987,2,21,8.45,0.2,16.83334876
1987,2,22,12.69,0.5,29.45001723
1987,2,23,15.42,2.6,42.89274759
1987,2,24,2.28,0.5,44.33816533
1987,2,25,0.05,0.5,29.95000908
1987,2,26,25.35,0.1,51.25996828
1987,2,27,8.15,1.2,94.00314804
1987,2,28,0,1,71.48837858
1987,3,1,0,2.2,54.56626152
1987,3,2,0,2.3,48.87880135
1987,3,3,0.05,2.2,44.86442909
1987,3,4,3.43,0,45.55011887
1987,3,5,1.04,1.7,47.13103587
1987,3,6,0.19,1.9,40.10966682
1987,3,7,0,2.6,36.88867727
1987,3,8,0,3.4,34.46883719
1987,3,9,1.31,2.8,32.32711701
1987,3,10,2.41,1.6,31.25693376
1987,3,11,0.03,0.8,30.52378936
1987,3,12,1.14,1.1,28.05569053
1987,3,13,0.01,2.2,26.54223264
1987,3,14,4.51,5.4,25.17721525
1987,3,15,39.02,0.9,67.27747714
1987,3,16,24.88,0.2,175.3282624
1987,3,17,0.64,0.4,171.8415232
1987,3,18,0.05,1.5,114.2459483
1987,3,19,17.92,1.1,129.6701783
1987,3,20,7.15,0.8,166.4665382
1987,3,21,0.89,1,136.7264003
1987,3,22,16.54,0.3,143.7197101
1987,3,23,24.85,2,228.0980623
1987,3,24,8.95,1.6,262.3930875
1987,3,25,14.54,1.5,244.0619316
1987,3,26,1.97,0.5,226.2217177
1987,3,27,21.65,0,237.6054688
1987,3,28,10.04,0,296.7014771
1987,3,29,1.85,0.4,241.4435268
1987,3,30,3.24,0.3,185.8192205
1987,3,31,15.85,2.5,197.1305886
1987,4,1,3.12,1.9,203.1828747
1987,4,2,31.8,1.5,256.8931192
1987,4,3,0.24,1.7,317.7815578
1987,4,4,30.35,1.5,323.277035
1987,4,5,20.49,0,473.4868283
1987,4,6,14.53,0.4,471.9548055
1987,4,7,1.95,0.6,367.3634009
1987,4,8,0.07,1.6,244.9692082
1987,4,9,0,1.7,182.1673607
1987,4,10,3.29,4.8,145.8780313
1987,4,11,16.6,2.7,165.9205421
1987,4,12,20.4,1.3,261.7757206
1987,4,13,12.55,1.2,320.8846555
1987,4,14,2.94,1.4,272.2755202
1987,4,15,0,2.6,196.1146584
1987,4,16,0,2.5,152.6606728
1987,4,17,0,2,126.4906849
1987,4,18,0,3.1,108.0281053
1987,4,19,0,3.3,94.21152697
1987,4,20,0,4.2,83.49851626
1987,4,21,5.76,3.6,80.01504942
1987,4,22,0.05,2.2,78.03380454
1987,4,23,0,1.4,67.7625219
1987,4,24,0,7,61.72375697
1987,4,25,0,7,56.90951419
1987,4,26,13.43,3.1,73.40903963
1987,4,27,0.22,1,93.01383904
1987,4,28,0,3.3,69.43756751
1987,4,29,0,2.8,61.65596132
1987,4,30,0,2.7,56.81486705
1987,5,1,0,1,52.70367404
1987,5,2,26.44,3.3,97.18133542
1987,5,3,0.5,1.2,153.043642
1987,5,4,27.89,3,175.7991671
1987,5,5,27.99,1,356.8210919
1987,5,6,19.21,1,471.1421105
1987,5,7,18.71,0.1,498.9087421
1987,5,8,10.48,0.1,475.9302798
1987,5,9,12.65,1.5,415.7871562
1987,5,10,31.32,2,514.6511957
1987,5,11,1.47,2.1,507.1127629
1987,5,12,0.5,4.3,296.7945808
1987,5,13,36.48,1.8,402.5648842
1987,5,14,0.15,1.5,494.4769156
1987,5,15,6.65,1.4,318.1910849
1987,5,16,13.5,1.7,316.9375078
1987,5,17,3.53,5.1,289.9814958
1987,5,18,0,5.1,202.7523042
1987,5,19,0.95,3.4,160.8273686
1987,5,20,47.62,1.5,350.6897524
1987,5,21,2.36,1.5,551.8632975
1987,5,22,6.31,2.5,335.3512434
1987,5,23,0,2.8,255.3221
1987,5,24,0,3.8,191.6810519
1987,5,25,0.3,4.8,155.4082784
1987,5,26,0.17,4.6,131.1745483
1987,5,27,13.78,4.1,147.0167145
1987,5,28,25.25,1.8,265.0737964
1987,5,29,0.19,1.8,315.2850775
1987,5,30,0,2.7,205.7428607
1987,5,31,1.04,2.7,161.6934249
1987,6,1,25.54,2.2,233.4153423
1987,6,2,3.85,4.3,303.9627963
1987,6,3,0,4.3,200.6429764
1987,6,4,0.99,4.9,158.4433401
1987,6,5,13.72,3.4,172.9533474
1987,6,6,2.92,3.1,188.9080857
1987,6,7,10.2,4,165.8450436
1987,6,8,6.54,1.4,184.1510785
1987,6,9,0,3.7,166.1509524
1987,6,10,0,4.3,131.4974708
1987,6,11,0,4.2,113.2096445
1987,6,12,0,3.3,100.232888
1987,6,13,0,3.2,90.08086411
1987,6,14,0,5.2,81.88628678
1987,6,15,10.08,1.6,97.92574174
1987,6,16,0.21,1.4,116.0491104
1987,6,17,0.11,2.5,90.49796212
1987,6,18,2.93,3,80.6194455
1987,6,19,5.15,1.9,82.49471129
1987,6,20,10.63,5.9,98.23829176
1987,6,21,1.24,2.4,98.80521743
1987,6,22,0.26,3.5,81.45936245
1987,6,23,4.77,4.3,75.05951675
1987,6,24,15.24,2.1,105.67562
1987,6,25,0,3.8,138.0469719
1987,6,26,1.77,3,100.9869552
1987,6,27,10.21,3.5,107.2972712
1987,6,28,18.29,3,169.1851366
1987,6,29,3.22,2.5,197.8951979
1987,6,30,20.71,2.2,218.2694906
1987,7,1,5.65,2.1,275.9927723
1987,7,2,0,4.6,205.7312112
1987,7,3,0.47,4.5,157.8001528
1987,7,4,0.02,3.2,131.8463124
1987,7,5,0,4.8,113.7345697
1987,7,6,0.95,5.4,100.0588673
1987,7,7,0,5.5,89.37304198
1987,7,8,0,6,80.76314709
1987,7,9,0.27,4.9,73.68872577
1987,7,10,0,6.5,67.77093408
1987,7,11,0,6.3,62.70670077
1987,7,12,0.05,5.1,58.34588214
1987,7,13,3.08,5.6,54.5907407
1987,7,14,0.08,4.5,51.3272834
1987,7,15,0,4.7,48.42044252
1987,7,16,9.81,4.6,55.69838644
1987,7,17,0.16,4.4,64.59040468
1987,7,18,1.9,5.4,52.37446825
1987,7,19,0,6.1,48.2670794
1987,7,20,0.65,5.4,45.53956108
1987,7,21,0,5,43.10354494
1987,7,22,14.56,6.6,54.98346103
1987,7,23,29.19,3,129.9356035
1987,7,24,52.22,5.9,383.8015018
1987,7,25,21.62,1.7,640.2900706
1987,7,26,10.35,1.2,531.73332
1987,7,27,5.6,3.7,377.3502203
1987,7,28,3.55,5.6,259.359384
1987,7,29,3.78,5.5,192.7268404
1987,7,30,1.61,4.5,154.5236313
1987,7,31,1.41,4.1,129.0370158
1987,8,1,1.05,3.9,110.7754918
1987,8,2,0,5.6,97.04515615
1987,8,3,0,5.6,86.31164796
1987,8,4,0,5.6,77.70570512
1987,8,5,0,5.1,70.65853879
1987,8,6,0,5.5,64.7826874
1987,8,7,1.96,4.6,59.82642468
1987,8,8,3.31,3.1,56.06974323
1987,8,9,0.38,3.7,52.93244104
1987,8,10,0.96,0.2,50.82784933
1987,8,11,1.18,1.6,49.58178408
1987,8,12,0.11,2.5,45.70321187
1987,8,13,1.95,2.7,43.22069007
1987,8,14,2.57,3.7,41.15958158
1987,8,15,4.36,4.3,39.42080058
1987,8,16,6.39,4.5,41.02261347
1987,8,17,9.91,5.1,51.33228534
1987,8,18,1.5,3.5,56.17378602
1987,8,19,1.1,3.2,45.34816914
1987,8,20,0.28,4.7,42.12268279
1987,8,21,3.6,4.1,40.08762418
1987,8,22,1.85,5.7,38.27194149
1987,8,23,2.05,5.1,36.59793904
1987,8,24,0,5.1,35.05804804
1987,8,25,0,5.4,33.61551441
1987,8,26,0,5.9,32.26645021
1987,8,27,0,5,31.00577492
1987,8,28,0,5.1,29.83295877
1987,8,29,9.18,4.9,34.76681094
1987,8,30,0.22,3.8,41.11638887
1987,8,31,0,4.8,33.0658782
1987,9,1,1.15,5.6,30.91914899
1987,9,2,0,4.3,29.67620961
1987,9,3,0.48,3.3,28.52954299
1987,9,4,0.2,4.8,27.46810918
1987,9,5,0.52,2.9,26.47548246
1987,9,6,0.04,4,25.55658406
1987,9,7,0,5.1,24.68364809
1987,9,8,0,5.1,23.85286386
1987,9,9,1.03,3,23.07652906
1987,9,10,38.16,0.2,77.71154009
1987,9,11,27.95,0,240.8896251
1987,9,12,2.35,1.4,256.0873522
1987,9,13,4.17,1.2,176.1102751
1987,9,14,0.86,3.5,147.3819087
1987,9,15,0.55,3.5,118.7010934
1987,9,16,0,5.1,100.8857729
1987,9,17,0,3.9,87.86533821
1987,9,18,0,2.7,77.73822939
1987,9,19,0,2.5,69.66157336
1987,9,20,0.76,1.2,63.09157487
1987,9,21,5.96,1.7,65.73655021
1987,9,22,2.82,3.3,69.64076091
1987,9,23,0.18,2.7,57.89395751
1987,9,24,2.91,2.3,53.71658261
1987,9,25,33.14,0.7,119.2607721
1987,9,26,2.42,1.9,203.2001254
1987,9,27,0.12,2.9,129.4158914
1987,9,28,0,2.7,104.2107633
1987,9,29,0.05,1.8,90.44040636
1987,9,30,0.02,1.5,79.88325047
1987,10,1,0.04,2.8,71.49630847
1987,10,2,0,3.2,64.66905856
1987,10,3,0,3.3,59.00897817
1987,10,4,0.69,2,54.25687343
1987,10,5,4.13,2,53.9679577
1987,10,6,2.13,2.9,54.52600963
1987,10,7,16.11,0.7,76.24146986
1987,10,8,4.62,1.5,113.2203767
1987,10,9,16.13,0.6,126.0566791
1987,10,10,45.14,0.5,312.8056592
1987,10,11,3.82,0.9,448.5361921
1987,10,12,12.08,1.3,324.6852431
1987,10,13,0.47,1.8,274.8572622
1987,10,14,2.35,2.6,192.9283272
1987,10,15,0.07,2,151.936999
1987,10,16,0,2.3,125.9161009
1987,10,17,0,1.9,107.3618582
1987,10,18,0.6,2.6,93.52338638
1987,10,19,8.45,1.3,100.8060911
1987,10,20,3.49,0.7,117.2693846
1987,10,21,0.63,1.1,100.9610574
1987,10,22,0.37,0.9,84.17877449
1987,10,23,0.01,0.8,75.09999593
1987,10,24,1.05,1.5,68.20400722
1987,10,25,13.53,0.7,91.46632398
1987,10,26,0.41,0.6,118.3728556
1987,10,27,0.05,1.1,86.45223683
1987,10,28,0,1,75.36571296
1987,10,29,0.04,1,68.4701301
1987,10,30,0.04,1.8,62.77363438
1987,10,31,0,2.8,57.97500399
1987,11,1,0,4,53.86128145
1987,11,2,32.06,0.4,122.1312505
1987,11,3,7.66,0.9,235.9243793
1987,11,4,1.22,1.1,176.3036867
1987,11,5,13.56,0.1,177.8565517
1987,11,6,11.09,0.6,237.8353588
1987,11,7,1.61,0.6,218.2936519
1987,11,8,0,1,161.9820804
1987,11,9,0,1,130.9102628
1987,11,10,0.1,1.5,111.4723588
1987,11,11,0,1.5,97.19728591
1987,11,12,0,0.6,86.22492844
1987,11,13,0,1.1,77.55873263
1987,11,14,0,1.2,70.54336263
1987,11,15,0.01,1.3,64.75622337
1987,11,16,2.21,0.4,63.74488537
1987,11,17,10.43,1.2,84.17929528
1987,11,18,1.35,0.7,100.9695953
1987,11,19,0.06,1.1,78.77941963
1987,11,20,1.09,0.9,69.57624638
1987,11,21,9.98,0.4,86.55583908
1987,11,22,17.29,0.1,154.7285451
1987,11,23,1.87,0.9,183.6091569
1987,11,24,2.35,1,135.9049539
1987,11,25,0,1.9,116.4407474
1987,11,26,0,0.7,99.33657521
1987,11,27,0.65,4.7,87.85392813
1987,11,28,42.68,1.1,212.4708267
1987,11,29,2.85,2.1,369.3912281
1987,11,30,0.65,1.5,224.0676683
1987,12,1,0,2,168.2409052
1987,12,2,0,1,138.346256
1987,12,3,0.02,1.2,117.5825118
1987,12,4,0,1.9,102.3131269
1987,12,5,0,2.4,90.62770429
1987,12,6,0,2.1,81.41385453
1987,12,7,0,1.3,73.99102037
1987,12,8,2.82,0.9,72.36484982
1987,12,9,0.16,1.9,71.80207543
1987,12,10,0.01,0.8,63.37054039
1987,12,11,0,1.3,58.65481819
1987,12,12,0,2,54.94836165
1987,12,13,0,0.9,51.73258693
1987,12,14,0.08,1.4,48.93138129
1987,12,15,0.05,1.2,46.460378
1987,12,16,0,0.9,44.27069957
1987,12,17,0,0.8,42.32029661
1987,12,18,0,1.2,40.56821818
1987,12,19,0,1.7,38.97601082
1987,12,20,0,1.2,37.52333479
1987,12,21,0,1.4,36.19934588
1987,12,22,0,0.5,34.98941012
1987,12,23,0,2,33.87777049
1987,12,24,0,1,32.83942753
1987,12,25,0,1.1,31.88483726
1987,12,26,0,0.2,31.00431635
1987,12,27,2.02,0.8,32.03850375
1987,12,28,4.45,0.9,39.01855018
1987,12,29,2.29,0.2,46.27417295
1987,12,30,0.11,1.7,42.90001427
1987,12,31,0,0.6,37.23218708
1988,1,1,0,1.7,35.47509053
1988,1,2,0,0.9,34.24702045
1988,1,3,0,0.2,33.13075116
1988,1,4,0.75,1.6,32.10996683
1988,1,5,0.4,0.7,31.16606796
1988,1,6,0.01,0.6,30.29703
1988,1,7,0.56,0.6,29.49263837
1988,1,8,0.17,1.4,28.74439755
1988,1,9,0,0.9,28.03527893
1988,1,10,0,0.6,27.3736315
1988,1,11,0.44,1.3,26.75449302
1988,1,12,0.26,0.7,26.17211718
1988,1,13,0,1.3,25.62277873
1988,1,14,0,1,25.09616093
1988,1,15,0,1,24.59796611
1988,1,16,0,1.6,24.12120319
1988,1,17,0.11,0.7,23.66519308
1988,1,18,0,1.3,23.23557765
1988,1,19,0.08,0.6,22.82352773
1988,1,20,0,0.7,22.43592141
1988,1,21,0,1.1,22.06324209
1988,1,22,2.11,1.3,22.738816
1988,1,23,0.49,1.7,23.70253437
1988,1,24,2.95,0.5,25.18681112
1988,1,25,2.14,0.7,30.60274209
1988,1,26,7.04,0.1,38.35787629
1988,1,27,1.08,0.7,47.99529072
1988,1,28,6.43,0.4,45.54597394
1988,1,29,7.05,0.1,66.28451365
1988,1,30,13.65,0.5,96.35437676
1988,1,31,5.72,0.7,124.4260716
1988,2,1,14.65,0.1,145.8383782
1988,2,2,2.95,0.7,172.3203648
1988,2,3,0.02,0.8,131.6004086
1988,2,4,0,0.2,107.053895
1988,2,5,0,0.5,93.27424513
1988,2,6,0.76,1,82.96981648
1988,2,7,6.04,1.2,86.40555006
1988,2,8,5.09,0.4,103.1816907
1988,2,9,8.65,0.4,120.8315444
1988,2,10,4.5,0,137.4578431
1988,2,11,1.45,0.1,124.8225631
1988,2,12,0,0.2,104.8252412
1988,2,13,1.5,0.1,93.41892874
1988,2,14,1.43,0.7,89.10896337
1988,2,15,5.02,0,92.77673086
1988,2,16,5.05,0.5,108.5803386
1988,2,17,4.09,0.7,111.9219647
1988,2,18,1.15,0.1,104.6207235
1988,2,19,13.99,0.1,129.7444009
1988,2,20,5.03,0.4,173.7777707
1988,2,21,0,1.6,143.2705264
1988,2,22,0,0.3,113.2371925
1988,2,23,0,2.2,98.11803109
1988,2,24,0,0.8,87.21631098
1988,2,25,0,0.9,78.60296084
1988,2,26,9.71,1.5,91.92729025
1988,2,27,17.32,0.4,157.7747755
1988,2,28,20.02,0.1,265.7440571
1988,2,29,37.56,0.2,489.7688394
1988,3,1,56.42,0.6,1026.90666
1988,3,2,7.73,0,1046.768178
1988,3,3,10.89,0.6,611.8397379
1988,3,4,5.25,0.8,456.5840381
1988,3,5,0.01,1,319.1485885
1988,3,6,0,2.2,226.9802168
1988,3,7,0,1.4,178.7426266
1988,3,8,0.26,1.5,148.1781923
1988,3,9,0,1.3,126.9005687
1988,3,10,0,0.2,111.3284091
1988,3,11,0,1.2,99.49067209
1988,3,12,0,2.6,90.14819866
1988,3,13,0,4.1,82.53344695
1988,3,14,0,1.5,76.22858504
1988,3,15,5.44,2,79.87953781
1988,3,16,30.23,0.8,179.7352582
1988,3,17,30.07,0.4,448.1289722
1988,3,18,22.83,0.1,641.6061324
1988,3,19,17.25,0,666.3654094
1988,3,20,2.1,0.4,513.1040274
1988,3,21,9.25,0.4,379.6831562
1988,3,22,11.08,0.1,388.6294245
1988,3,23,8.12,0,385.2463918
1988,3,24,18.69,0,432.9504418
1988,3,25,19.65,2.1,546.3806561
1988,3,26,4.31,0.9,485.0462534
1988,3,27,6.97,0.1,369.6911978
1988,3,28,7.16,0.8,342.152461
1988,3,29,10.06,0.7,339.2942111
1988,3,30,0.58,0.6,299.8980163
1988,3,31,2.99,0.3,229.9905574
1988,4,1,4.49,0.6,217.7992797
1988,4,2,7.03,0.6,226.57393
1988,4,3,0.49,2,212.4496896
1988,4,4,0.03,0.1,165.5339525
1988,4,5,31.36,0.9,292.6270991
1988,4,6,38.65,1.2,731.5685998
1988,4,7,0.62,2.4,732.7901573
1988,4,8,0,2.8,388.530208
1988,4,9,0,0.8,270.2554259
